fall.height.m,fall.time.s,volume.holdup.m3,volume.holdup.L,N,SA.to.V.1/m
0.53,0.294868994624369,1.47434497312184e-05,0.0147434497312184,6553.9222970627,3690.78020556688
0.68,0.342999671891173,1.71499835945587e-05,0.0171499835945587,7623.7015029554,3690.78020556688
0.98,0.42805710175598,2.1402855087799e-05,0.021402855087799,9514.23525280572,3690.78020556688
