Temperature C,Height m,Amokrane,Angelo,Hsu,Ruckenstein
22.98,0,0,0,0,0
22.98,0.01,0.0260229656292558,0.0605130803235731,0.0473581700705401,0.1018271708179
22.98,0.02,0.0486818151204425,0.11225921428377,0.0881190923832323,0.192669712119149
22.98,0.03,0.0689484281915547,0.15787744810438,0.124248536933962,0.275029963714102
22.98,0.04,0.0874106507074167,0.198868153585122,0.156910316658707,0.350471627601291
22.98,0.05,0.10447689199885,0.236194924754464,0.1868150288859,0.42016514419409
22.98,0.06,0.120405240646274,0.270571705854502,0.214474431753879,0.48498705332752
22.98,0.07,0.135381864669037,0.302524958612732,0.24027473134544,0.545560017197809
22.98,0.08,0.149537693186475,0.332433002236242,0.264509968639365,0.602385199852455
22.98,0.09,0.162978252755086,0.360564730631987,0.287402833207422,0.655851219154683
22.98,0.1,0.175794087807976,0.387145036790362,0.309109844870271,0.706286743923789
22.98,0.11,0.188061734696791,0.412339841937485,0.329773283904913,0.75397799750103
22.98,0.12,0.199844465516372,0.436300899929613,0.349501011240981,0.79917751628015
22.98,0.13,0.211195624517767,0.459158352220104,0.368383341795182,0.842106106639866
22.98,0.14,0.222156932077568,0.481025110417391,0.386503191844082,0.882952111056168
22.98,0.15,0.232759464925963,0.501998000390688,0.403932174962078,0.921876527656807
22.98,0.16,0.243030665261029,0.522157812982449,0.4207316553,0.959013523279388
22.98,0.17,0.252996311407413,0.541570125011823,0.436953734086285,0.994487239867562
22.98,0.18,0.262679394768837,0.560289438266679,0.452642512887233,1.02840797381058
22.98,0.19,0.272100104532522,0.578364026081776,0.467836134337373,1.06087650948942
22.98,0.2,0.281276621434155,0.595841458247313,0.482566285662749,1.09198442083214
22.98,0.21,0.290225266770899,0.612760369983681,0.496865788898943,1.12181524322684
22.98,0.22,0.298960639761159,0.629157855476518,0.510761721639176,1.15044569549812
22.98,0.23,0.307496089170239,0.645067180684439,0.524278346029118,1.17794607421575
22.98,0.24,0.315843204627505,0.660518595542738,0.537438716897192,1.20438040001828
22.98,0.25,0.324012043431875,0.675539560970525,0.55026365747941,1.22980698335282
22.98,0.26,0.332012144574227,0.690154755941637,0.562772032340336,1.25427853470965
22.98,0.27,0.339852379881951,0.704386211634622,0.574980933345449,1.27784531810438
22.98,0.28,0.347540830292554,0.718253886393293,0.586905876979263,1.30055326198018
22.98,0.29,0.35508489084154,0.731776170637661,0.598561031527959,1.32244519085888
22.98,0.3,0.362491437495984,0.744970558975696,0.609959132611304,1.34356103576105
22.98,0.31,0.369766851893115,0.757852543487189,0.621112669061524,1.36393820841997
