Temperature C,Height m,Amokrane,Angelo,Hsu,Ruckenstein
18.55,0,0,0,0,0
18.55,0.01,0.0408860633469545,0.0947112179170056,0.0742246067396662,0.135419365741848
18.55,0.02,0.072963936445105,0.167372234351949,0.131644666543929,0.249555925947355
18.55,0.03,0.100147716988785,0.227709233035592,0.179711062965182,0.349795594816965
18.55,0.04,0.124107843642507,0.279983349778569,0.221573638525233,0.439894171273941
18.55,0.05,0.145689795855109,0.32646774247651,0.258999560518713,0.521993072507461
18.55,0.06,0.165458522038632,0.368488533756596,0.293028982185453,0.597466669367697
18.55,0.07,0.183807907216797,0.406920884292625,0.324327091000165,0.667355385478778
18.55,0.08,0.200989500517382,0.442426439067671,0.35336522359187,0.732473605442073
18.55,0.09,0.217183806099581,0.475504564860138,0.380512375959638,0.793445683673811
18.55,0.1,0.232519973012187,0.506534548241039,0.4060534882867,0.850732424578812
18.55,0.11,0.247102467895477,0.535777737625204,0.430217143369891,0.904724971845492
18.55,0.12,0.261023048170693,0.563452486130887,0.453176182454119,0.95572489470194
18.55,0.13,0.27436147305502,0.589735408540397,0.475055490088416,1.00400464023221
18.55,0.14,0.287185640994768,0.614767158007102,0.495971678140217,1.04980125742074
18.55,0.15,0.299551589809281,0.638671924747954,0.516019789098819,1.09332456082862
18.55,0.16,0.311503496721714,0.661561831506208,0.535279160067274,1.13475978077325
18.55,0.17,0.323074764527454,0.683531624832728,0.553817239740831,1.17427090489086
18.55,0.18,0.334291325348861,0.704662218933306,0.571695901295313,1.21199847621621
18.55,0.19,0.345180274320381,0.72502139074067,0.588969109652193,1.24806300737529
18.55,0.2,0.355765850905518,0.744667714079776,0.605682650070618,1.28256930990275
18.55,0.21,0.366069019430763,0.763648708714233,0.621877584370443,1.31561887163846
18.55,0.22,0.376108939960392,0.78201186685194,0.637588743432887,1.34729962280861
18.55,0.23,0.385903069458291,0.799799047591138,0.652845640676395,1.37769464788142
18.55,0.24,0.395467187413109,0.817046209509049,0.66767842861142,1.40687939874208
18.55,0.25,0.404815395866341,0.833786913765264,0.682113008526355,1.43492348743556
18.55,0.26,0.413960119421506,0.850052331855751,0.696172460520454,1.46189109023346
18.55,0.27,0.422912327413888,0.865870342228973,0.709877812485082,1.48784132244844
18.55,0.28,0.431681819607833,0.88126624672284,0.723248839026284,1.51282806940778
18.55,0.29,0.440278179345354,0.896262879606647,0.736303469978785,1.53690057295334
18.55,0.3,0.448710046102648,0.910881170683845,0.749057925983533,1.56010429135725
18.55,0.31,0.456985280745905,0.925139675710275,0.761527265639,1.58248275411619
18.55,0.32,0.465111243988092,0.93905641344473,0.773725064843312,1.60407536336986
18.55,0.33,0.473094813350356,0.95264774971466,0.785663646555817,1.62491956523865
18.55,0.34,0.480942387675215,0.965928590997608,0.797355091155059,1.6450503265101
18.55,0.35,0.488659887131007,0.978913036577615,0.808810296229295,1.66450057689691
18.55,0.36,0.496252753213983,0.991614344881327,0.820039355074807,1.68330130035368
18.55,0.37,0.503725996952337,1.00404478909993,0.831051709043407,1.70148154459939
18.55,0.38,0.511084257972378,1.01621581185115,0.841856320284705,1.71906841928514
18.55,0.39,0.518332018738317,1.02813805139468,0.85246152852395,1.73608730040382
18.55,0.4,0.525473432082867,1.03982147139581,0.862875100926954,1.7525620796353
18.55,0.41,0.532512379989451,1.05127524288903,0.873104366056671,1.76851561024655
18.55,0.42,0.539452548139999,1.06250823242177,0.883156126454687,1.78396909687186
18.55,0.43,0.546297430331137,1.07352867922176,0.893036731223539,1.79894282294725
18.55,0.44,0.553050329744116,1.08434428537375,0.902752353746766,1.81345599490718
18.55,0.45,0.559714358946004,1.09496240421887,0.912308715180994,1.82752689796615
18.55,0.46,0.566292439890365,1.10539002406252,0.921711214386655,1.8411729224619
18.55,0.47,0.572787319252101,1.11563373091576,0.930964974000482,1.85441054230491
18.55,0.48,0.579201586757955,1.12569975795575,0.940074895562843,1.8672553348004
18.55,0.49,0.585537744959355,1.13559399434129,0.949045610555519,1.87972206319835
18.55,0.5,0.591798151068137,1.14532202727041,0.95788150087118,1.89182477144443
18.55,0.51,0.597985041135168,1.15488910160515,0.966586744461643,1.90357692359244
18.55,0.52,0.604100557160345,1.16430029489276,0.975165283585693,1.91499118283728
18.55,0.53,0.610146748678036,1.17356039490232,0.983620853637232,1.9260797216634
18.55,0.54,0.616125573233515,1.18267394177135,0.991957084739794,1.93685416111855
18.55,0.55,0.622038896383383,1.19164529945967,1.00017739571688,1.94732563990365
18.55,0.56,0.627888491695861,1.20047864773706,1.00828504871007,1.95750482353031
18.55,0.57,0.633676046905932,1.20917796936796,1.01628316718082,1.96740188665425
18.55,0.58,0.639403171133402,1.21774707014101,1.02417475810838,1.97702652892953
18.55,0.59,0.645071423290512,1.22618958251956,1.03196269129472,1.98638801322966
18.55,0.6,0.650682287731905,1.23450898249158,1.03964970895297,1.99549520826881
18.55,0.61,0.656237185659514,1.24270857269896,1.04723844479928,2.00435663861668
