Temperature C,Height m,Amokrane,Angelo,Hsu,Ruckenstein
19.17,0,0,0,0,0
19.17,0.01,0.0290009321628879,0.0674369841181874,0.0527772291585151,0.113479581998373
19.17,0.02,0.0542507050505701,0.125105977918618,0.0982025830090835,0.214722863527238
19.17,0.03,0.0768320113625349,0.175951071135944,0.138472779580496,0.306498838816235
19.17,0.04,0.0974138216811899,0.221619611762277,0.174871802743796,0.390564987619578
19.17,0.05,0.116437361450716,0.263208375201672,0.20818791144023,0.468242071227589
19.17,0.06,0.134193874859498,0.301522606824793,0.239004724732361,0.540488639530655
19.17,0.07,0.150879441152178,0.337148102688537,0.267758098181191,0.607998902187989
19.17,0.08,0.166646202693115,0.370484080598014,0.294776888642612,0.671325806341989
19.17,0.09,0.181617845012129,0.401845059636871,0.320291738205453,0.730904556212327
19.17,0.1,0.195898332799115,0.431462284089255,0.344489629170385,0.787104218830034
19.17,0.11,0.209572672738103,0.459532329197957,0.367519842686864,0.84024738084895
19.17,0.12,0.222711360582452,0.486226649147825,0.389500318190555,0.890619644003047
19.17,0.13,0.235368839328855,0.511693135028238,0.410538951929409,0.938463904558713
19.17,0.14,0.247585656792968,0.536059547007317,0.430729042751113,0.983988821797462
19.17,0.15,0.259401195527912,0.559433604847983,0.45015092519099,1.02736954290096
19.17,0.16,0.270847480265058,0.581903191298554,0.468873226427954,1.06875569657456
19.17,0.17,0.281952335222521,0.603539371194646,0.48695299972868,1.10828902911219
19.17,0.18,0.292742258932041,0.624400223512401,0.504438761822615,1.14609054851349
19.17,0.19,0.303240172002753,0.644544295450149,0.521370355995145,1.18227388442183
19.17,0.2,0.313466500950054,0.664020957018924,0.53778683575513,1.21694094869635
19.17,0.21,0.323439313847014,0.682875378134225,0.553722922739738,1.25018508301129
19.17,0.22,0.333175013263077,0.701148787534695,0.569208289452098,1.28209207564588
19.17,0.23,0.342687730986811,0.718878390950727,0.584271247015958,1.3127399333672
19.17,0.24,0.351989718055232,0.736098052048355,0.598937373113125,1.34219980375938
19.17,0.25,0.36109315622144,0.75283830587005,0.613229855755853,1.37053601791897
19.17,0.26,0.37000862094281,0.769126381754927,0.627169739024434,1.39780770630735
19.17,0.27,0.378745787487303,0.784986723931261,0.640775942890786,1.42407132093663
19.17,0.28,0.387313793718549,0.800441246284947,0.654065721932318,1.44937756840837
19.17,0.29,0.395720957617537,0.815511149253337,0.667054482710839,1.47377442185316
19.17,0.3,0.403974972659077,0.830215290534117,0.679757051141216,1.49730641309667
19.17,0.31,0.412082932328414,0.844571324683416,0.692186942877174,1.52001534882974
19.17,0.32,0.420051445771471,0.858595708365456,0.704356451478901,1.54194040597679
19.17,0.33,0.42788651933761,0.872303753840123,0.716277307333999,1.56311806838404
19.17,0.34,0.435593649041054,0.885709754518799,0.727960406432501,1.58358246691116
19.17,0.35,0.443178179559281,0.898826987817694,0.739415908720671,1.6033653923917
19.17,0.36,0.450644965696679,0.911667719485096,0.750653287460981,1.62249672154346
19.17,0.37,0.457998564309474,0.924243325107567,0.761681334011492,1.64100493422915
19.17,0.38,0.465243309065007,0.936564336229536,0.772508267280726,1.65891636724583
19.17,0.39,0.472383250042936,0.948640895049959,0.783141680214411,1.67625613508302
19.17,0.4,0.479422204306897,0.960482326024789,0.793588878692623,1.69304794614142
19.17,0.41,0.486363762820344,0.97209748015985,0.803856667126612,1.70931432604238
19.17,0.42,0.493211321856472,0.983494726938995,0.813951404466391,1.72507660738812
19.17,0.43,0.49996804839162,0.994681980318879,0.823879190196099,1.7403549353509
19.17,0.44,0.506636910457996,1.00566673513798,0.833645782344429,1.75516840054807
19.17,0.45,0.513220785754168,1.01645606802209,0.843256632732245,1.76953504336305
19.17,0.46,0.519722352613746,1.02705663864789,0.852716902126877,1.78347200678162
19.17,0.47,0.526144159170945,1.03747472959436,0.862031461866005,1.79699567793755
19.17,0.48,0.532488646263962,1.04771625892703,0.871204930467846,1.8101214440662
19.17,0.49,0.53875812850219,1.05778693789197,0.880241653514785,1.82286406309691
19.17,0.5,0.544954812300868,1.06769211746951,0.889145825988863,1.83523759852499
19.17,0.51,0.551080798466428,1.07743692175461,0.897921410079507,1.84725550992578
19.17,0.52,0.557138093576484,1.08702624269514,0.906572163373618,1.85893063510134
19.17,0.53,0.563128596788406,1.09646475250026,0.915101708374475,1.87027520245933
19.17,0.54,0.569054112285869,1.10575691752078,0.923513500446176,1.88130089096562
19.17,0.55,0.574916391502962,1.1149069986135,0.931810843016198,1.89201883187361
19.17,0.56,0.580717088807881,1.12391905161799,0.939996893560065,1.90243967493485
19.17,0.57,0.586457791620675,1.13279694352654,0.948074664282095,1.91257363188663
19.17,0.58,0.592140029333834,1.14154435683162,0.956047037216466,1.92243038075624
19.17,0.59,0.597765265816826,1.15016485641204,0.963916755219251,1.93201924271859
19.17,0.6,0.603334907250975,1.15866182283908,0.971686475307077,1.9413491542368
19.17,0.61,0.608850303284906,1.16703851332467,0.979358731244908,1.95042871053798
19.17,0.62,0.614312751988557,1.17529805866988,0.986935948377774,1.95926615222763
19.17,0.63,0.61972349388087,1.18344346966602,0.994420474688163,1.96786937490124
19.17,0.64,0.625083717854787,1.19147764338928,1.00181456600674,1.97624595904655
19.17,0.65,0.630394580507418,1.19940336337189,1.00912039348868,1.98440317083105
19.17,0.66,0.635657185152135,1.20722329981505,1.01634004639343,1.99234799457169
19.17,0.67,0.640872596762716,1.21494001715974,1.02347553241318,2.00008714561506
19.17,0.68,0.646041846046939,1.22255597583447,1.03052878484655,2.00762702822328
19.17,0.69,0.651165925979757,1.23007356477198,1.03750165803882,2.01497382995639
19.17,0.7,0.656245795691188,1.23749506835504,1.0443959538483,2.02213350818716
19.17,0.71,0.66128238105028,1.24482269769746,1.05121340246607,2.02911181358348
19.17,0.72,0.666276577112929,1.25205858883645,1.05795567074625,2.03591428123971
19.17,0.73,0.671229245074833,1.25920480629313,1.0646243778968,2.04254623713231
19.17,0.74,0.676141215408569,1.26626334629022,1.071221087823,2.04901281410277
19.17,0.75,0.681013297789396,1.27323613684178,1.07774731317604,2.05531895224989
19.17,0.76,0.685846270022807,1.28012503786028,1.08420451679895,2.06146941630593
19.17,0.77,0.690640886200146,1.28693184508425,1.09059411190203,2.06746879811237
19.17,0.78,0.695397878781454,1.29365829085621,1.09691746583419,2.07332149661935
19.17,0.79,0.700117956804178,1.30030606156836,1.10317589755718,2.07903177232941
19.17,0.8,0.704801808006564,1.3068767796496,1.10937069207419,2.08460374018099
19.17,0.81,0.709450099150534,1.31337202106333,1.11550308969982,2.09004138336158
19.17,0.82,0.714063477348476,1.31979331419211,1.12157429102609,2.0953485476102
19.17,0.83,0.718642568366039,1.32614214194786,1.12758546559639,2.10052894539342
19.17,0.84,0.72318797842084,1.33241994356757,1.1335377475904,2.10558616488365
19.17,0.85,0.72770029973165,1.33862811466435,1.1394322381837,2.11052367016769
19.17,0.86,0.732180104188438,1.34476800728618,1.14527000636552,2.11534481116651
19.17,0.87,0.736627948137543,1.35084093211688,1.1510520890398,2.12005282257602
19.17,0.88,0.74104437354047,1.35684815884661,1.15677949316515,2.1246508138786
19.17,0.89,0.745429906968469,1.36279092625664,1.1624531942555,2.12914180257988
19.17,0.9,0.749785060849421,1.36867043167805,1.16807414483031,2.13352871022325
19.17,0.91,0.754110333650526,1.37448784151546,1.1736432679967,2.13781437083438
19.17,0.92,0.758406210633684,1.38024429033077,1.17916146052138,2.14200152735935
19.17,0.93,0.762673162936501,1.38594088226973,1.18462959783107,2.14609283509387
19.17,0.94,0.766911648472741,1.39157869218293,1.19004853204498,2.15009086625366
19.17,0.95,0.771122114907327,1.39715876564883,1.19541909297002,2.15399811006211
19.17,0.96,0.775304997543314,1.40268211901973,1.20074208849194,2.15781697233658
19.17,0.97,0.779460720692965,1.40814974024864,1.20601830461307,2.16154978060609
19.17,0.98,0.78358969854281,1.41356258991382,1.21124850638563,2.16519879418989
19.17,0.99,0.787692334553289,1.41892160630404,1.21643343799789,2.16876620629041
19.17,1,0.791769021758582,1.42422770271376,1.22157382629823,2.17225414282306
